application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP800205,CUST104350,2023-09-01,Business,Working Capital,2850000,48,19.53,57400,9200,1.66,0,Approved,2570000,2023-09-06,1,0
APP800206,CUST102292,2024-01-03,Personal,Debt Consolidation,92000,24,17.09,51700,10700,0.295,0,Approved,91000,2024-01-13,1,0
APP800207,CUST102464,2022-10-20,Auto,Used Car,2282000,24,10.8,43400,8500,2.641,1,Rejected,0,2022-10-27,0,
APP800208,CUST100391,2022-07-17,Home,Plot Purchase,5120000,180,8.15,10200,2500,3.0,1,Rejected,0,2022-08-04,0,
APP800209,CUST101869,2023-05-22,Gold,Gold Loan,447000,12,14.54,29800,9200,1.662,1,Rejected,0,2023-05-29,0,
APP800210,CUST102051,2024-05-22,Personal,Travel,662000,48,14.04,41300,3300,0.518,0,Approved,612000,2024-05-31,1,0
APP800211,CUST103845,2022-08-18,Business,Equipment Purchase,4825000,24,19.67,58000,2000,3.0,0,Rejected,0,2022-09-03,0,
APP800212,CUST103331,2023-05-27,Gold,Gold Loan,316000,24,13.81,35700,6200,0.598,1,Approved,250000,2023-06-07,1,0
APP800213,CUST102524,2022-08-30,Gold,Gold Loan,124000,12,10.63,81100,26300,0.459,1,Approved,118000,2022-09-14,1,0
APP800214,CUST100377,2023-11-19,Auto,New Car,1570000,24,11.59,42400,0,1.736,1,Rejected,0,2023-11-24,0,
APP800215,CUST102984,2024-01-15,Education,Skill Certification,380000,48,10.36,50400,7000,0.332,0,Rejected,0,2024-01-25,0,
APP800216,CUST101319,2023-06-16,Auto,New Car,835000,24,9.62,50500,10200,0.963,1,Approved,628000,2023-06-30,1,0
APP800217,CUST104506,2023-12-23,Home,Plot Purchase,2199000,12,9.85,41100,10500,3.0,1,Rejected,0,2024-01-08,0,
APP800218,CUST103185,2023-01-01,Home,Home Purchase,7261000,84,10.01,15700,3900,3.0,1,Rejected,0,2023-01-20,0,
APP800219,CUST102348,2024-01-26,Personal,Travel,74000,60,15.7,36300,5100,0.19,0,Approved,68000,2024-01-29,1,0
APP800220,CUST102068,2024-01-13,Personal,Home Renovation,1056000,24,11.56,21700,3800,2.458,0,Approved,985000,2024-01-23,1,0
APP800221,CUST103601,2023-01-09,Personal,Debt Consolidation,536000,60,15.87,65100,14100,0.416,0,Approved,385000,2023-01-26,1,1
APP800222,CUST104604,2024-01-15,Auto,New Car,1765000,60,11.38,44400,2000,0.917,1,Rejected,0,2024-01-30,0,
APP800223,CUST101567,2024-03-16,Gold,Gold Loan,516000,36,9.09,44300,7900,0.55,1,Rejected,0,2024-03-25,0,
APP800224,CUST103853,2023-03-14,Home,Balance Transfer,3698000,60,8.2,37900,8200,2.206,1,Rejected,0,2023-03-19,0,
APP800225,CUST100194,2024-02-14,Personal,Travel,568000,48,21.61,43300,7600,0.586,0,Approved,423000,2024-03-01,1,0
APP800226,CUST104191,2022-10-18,Home,Balance Transfer,3148000,12,8.86,27100,3100,3.0,1,Rejected,0,2022-10-29,0,
APP800227,CUST100438,2024-04-15,Home,Home Construction,11768000,60,9.33,31000,1200,3.0,1,Rejected,0,2024-05-05,0,
APP800228,CUST102678,2022-08-29,Personal,Home Renovation,320000,36,13.02,12900,1600,0.963,0,Rejected,0,2022-09-11,0,
APP800229,CUST104133,2022-07-03,Education,Skill Certification,2470000,48,10.86,51100,10300,1.447,0,Rejected,0,2022-07-22,0,
APP800230,CUST100955,2024-03-26,Home,Plot Purchase,1625000,240,9.45,57200,6200,0.372,1,Approved,1544000,2024-04-09,1,0
APP800231,CUST103705,2024-04-30,Personal,Travel,717000,48,12.46,13200,2200,1.611,1,Rejected,0,2024-05-15,0,
APP800232,CUST100967,2023-05-04,Business,Working Capital,6474000,24,18.47,12200,800,3.0,1,Rejected,0,2023-05-11,0,
APP800233,CUST100276,2023-11-04,Business,Working Capital,2598000,48,16.74,36800,7800,2.24,0,Rejected,0,2023-11-10,0,
APP800234,CUST100039,2023-10-22,Business,Working Capital,2188000,60,19.72,15500,3900,3.0,0,Rejected,0,2023-10-28,0,
APP800235,CUST104432,2022-07-15,Personal,Travel,234000,48,13.91,98200,15500,0.223,0,Approved,178000,2022-08-04,1,0
APP800236,CUST104128,2023-06-01,Education,Skill Certification,311000,36,10.47,29900,2800,0.432,0,Rejected,0,2023-06-21,0,
APP800237,CUST102747,2023-09-30,Personal,Wedding,485000,12,14.33,20500,6400,2.444,0,Rejected,0,2023-10-01,0,
APP800238,CUST100597,2023-02-16,Gold,Gold Loan,430000,12,12.94,40300,6200,1.107,1,Rejected,0,2023-02-26,0,
APP800239,CUST103509,2023-07-12,Auto,New Car,1504000,60,12.39,10200,1300,3.0,1,Rejected,0,2023-07-21,0,
APP800240,CUST102146,2023-02-02,Personal,Medical Emergency,922000,36,23.71,63800,13800,0.781,1,Rejected,0,2023-02-20,0,
APP800241,CUST103046,2024-05-15,Home,Home Construction,3375000,120,8.64,82500,4600,0.566,1,Approved,2722000,2024-06-03,1,0
APP800242,CUST100991,2024-04-29,Personal,Home Renovation,1446000,12,12.89,67300,18500,2.193,1,Rejected,0,2024-05-03,0,
APP800243,CUST100627,2022-11-21,Personal,Wedding,780000,24,11.19,12000,3900,3.0,0,Rejected,0,2022-11-29,0,
APP800244,CUST102289,2024-04-26,Personal,Debt Consolidation,1376000,36,18.67,12300,3400,3.0,0,Rejected,0,2024-05-03,0,
APP800245,CUST100413,2024-01-05,Personal,Debt Consolidation,1457000,24,22.25,64200,20600,1.501,0,Rejected,0,2024-01-21,0,
APP800246,CUST102138,2023-12-27,Personal,Wedding,116000,48,18.06,52000,7600,0.212,0,Approved,82000,2024-01-12,1,0
APP800247,CUST100941,2023-10-13,Auto,Two Wheeler,1744000,36,10.11,116900,7800,0.549,1,Approved,1501000,2023-10-26,1,0
APP800248,CUST103973,2023-12-16,Auto,Two Wheeler,2434000,24,12.96,48800,8800,2.553,1,Rejected,0,2023-12-23,0,
APP800249,CUST102923,2023-04-17,Personal,Wedding,1346000,24,12.57,33900,10700,2.195,0,Rejected,0,2023-05-02,0,
APP800250,CUST103440,2022-07-06,Gold,Gold Loan,594000,36,9.56,91300,12900,0.35,1,Approved,490000,2022-07-12,1,0
APP800251,CUST101163,2023-10-10,Business,Business Expansion,5124000,24,16.16,17900,3100,3.0,0,Rejected,0,2023-10-13,0,
APP800252,CUST104496,2023-05-13,Auto,Used Car,1790000,12,13.32,81000,17400,2.192,1,Rejected,0,2023-06-02,0,
APP800253,CUST104641,2024-05-15,Personal,Debt Consolidation,1244000,84,22.24,19100,6300,1.867,1,Rejected,0,2024-05-20,0,
APP800254,CUST104893,2023-04-28,Education,Study Abroad,3566000,84,10.71,102500,32200,0.905,0,Approved,3032000,2023-04-29,1,1
APP800255,CUST100687,2023-01-13,Personal,Travel,1412000,48,23.07,14200,4700,3.0,1,Rejected,0,2023-02-01,0,
APP800256,CUST102173,2022-10-14,Auto,Two Wheeler,1197000,60,11.23,15100,800,1.783,1,Rejected,0,2022-10-23,0,
APP800257,CUST100231,2022-09-04,Home,Plot Purchase,6194000,180,8.97,49100,13300,1.548,1,Approved,4814000,2022-09-18,1,0
APP800258,CUST104168,2023-02-15,Personal,Medical Emergency,1388000,84,13.94,111600,27200,0.476,0,Approved,1374000,2023-02-27,1,0
APP800259,CUST104392,2023-09-17,Business,Equipment Purchase,3857000,36,14.19,25800,2300,3.0,0,Rejected,0,2023-09-28,0,
APP800260,CUST103466,2024-05-04,Business,Working Capital,2082000,36,16.26,149200,40100,0.761,0,Approved,1741000,2024-05-22,1,0
APP800261,CUST102718,2023-08-26,Gold,Gold Loan,377000,24,11.94,34200,1900,0.575,1,Approved,268000,2023-09-05,1,1
APP800262,CUST100295,2023-07-02,Auto,Two Wheeler,411000,60,9.47,14600,2200,0.741,1,Rejected,0,2023-07-17,0,
APP800263,CUST104237,2022-10-16,Personal,Medical Emergency,626000,48,23.03,58500,2100,0.379,1,Rejected,0,2022-10-30,0,
APP800264,CUST100243,2024-04-26,Home,Plot Purchase,11076000,48,9.79,115600,7100,2.481,1,Approved,10336000,2024-05-05,1,1
APP800265,CUST104761,2023-02-20,Auto,New Car,1863000,36,13.54,77800,2100,0.84,1,Rejected,0,2023-02-22,0,
APP800266,CUST104195,2023-05-13,Personal,Travel,1097000,12,20.53,32300,2100,3.0,0,Rejected,0,2023-05-23,0,
APP800267,CUST103780,2023-12-19,Personal,Medical Emergency,260000,12,12.92,64600,5800,0.449,0,Approved,233000,2024-01-01,1,0
APP800268,CUST101801,2022-12-25,Personal,Travel,394000,12,11.72,53000,9700,0.843,0,Approved,385000,2022-12-30,1,0
APP800269,CUST103174,2024-03-13,Home,Balance Transfer,8827000,48,8.61,43400,700,3.0,1,Rejected,0,2024-04-02,0,
APP800270,CUST103865,2022-12-21,Personal,Home Renovation,1055000,36,21.65,40200,8300,1.204,1,Approved,1013000,2023-01-08,1,1
APP800271,CUST100873,2023-10-13,Auto,New Car,799000,24,9.19,46100,4700,0.896,1,Approved,609000,2023-10-20,1,0
APP800272,CUST103708,2024-05-10,Auto,Two Wheeler,556000,12,13.66,94200,5700,0.59,1,Approved,536000,2024-05-11,1,1
APP800273,CUST100850,2023-11-08,Home,Home Purchase,10733000,240,10.03,50400,15900,2.374,1,Rejected,0,2023-11-13,0,
APP800274,CUST104263,2023-08-03,Auto,Used Car,1509000,60,10.27,20900,500,1.566,1,Rejected,0,2023-08-10,0,
APP800275,CUST100737,2024-05-15,Auto,New Car,1068000,24,9.17,77800,22100,0.913,1,Approved,908000,2024-05-21,1,0
APP800276,CUST102685,2022-11-27,Gold,Gold Loan,462000,36,14.85,51000,6200,0.435,1,Approved,406000,2022-12-09,1,0
APP800277,CUST102160,2023-08-18,Home,Home Construction,8911000,24,9.4,35700,2300,3.0,1,Rejected,0,2023-09-02,0,
APP800278,CUST104994,2023-12-14,Auto,Used Car,572000,60,13.51,21300,7200,0.957,1,Rejected,0,2024-01-01,0,
APP800279,CUST102880,2023-10-09,Gold,Gold Loan,563000,36,9.23,277200,70900,0.321,1,Approved,466000,2023-10-24,1,0
APP800280,CUST103432,2023-01-13,Gold,Gold Loan,580000,36,12.54,103300,8800,0.273,1,Approved,491000,2023-01-14,1,0
APP800281,CUST102916,2023-03-18,Home,Plot Purchase,11818000,180,9.99,88400,3500,1.476,1,Approved,11716000,2023-04-06,1,0
APP800282,CUST101109,2023-04-13,Auto,Two Wheeler,1849000,12,12.95,73900,16700,2.462,1,Approved,1712000,2023-04-15,1,0
APP800283,CUST102352,2024-06-06,Business,Business Expansion,2613000,84,14.99,29700,800,1.726,0,Approved,2325000,2024-06-08,1,1
APP800284,CUST100201,2022-08-31,Personal,Travel,1280000,12,19.9,34600,8200,3.0,0,Rejected,0,2022-09-06,0,
APP800285,CUST102889,2023-09-26,Personal,Home Renovation,798000,48,23.56,89600,21100,0.524,1,Approved,638000,2023-10-15,1,0
APP800286,CUST102237,2023-05-17,Home,Plot Purchase,8411000,48,8.01,159000,3200,1.311,1,Approved,6931000,2023-06-03,1,0
APP800287,CUST103880,2023-11-24,Education,Skill Certification,3343000,12,12.63,33400,11600,3.0,0,Rejected,0,2023-12-06,0,
APP800288,CUST102950,2022-07-08,Business,Equipment Purchase,6475000,48,17.18,40400,2100,3.0,0,Rejected,0,2022-07-12,0,
APP800289,CUST101641,2022-09-13,Auto,Two Wheeler,363000,48,11.5,17400,700,0.585,1,Rejected,0,2022-09-21,0,
APP800290,CUST102383,2023-02-28,Personal,Wedding,941000,12,11.24,13200,2400,3.0,0,Rejected,0,2023-03-20,0,
APP800291,CUST104201,2023-01-26,Auto,Two Wheeler,876000,84,12.01,66500,21900,0.562,1,Approved,863000,2023-01-27,1,0
APP800292,CUST102731,2022-07-14,Home,Home Construction,5909000,48,8.53,20700,5000,3.0,1,Approved,4403000,2022-07-22,1,1
APP800293,CUST102742,2023-08-27,Personal,Medical Emergency,908000,36,11.02,18400,5400,1.91,0,Rejected,0,2023-08-31,0,
APP800294,CUST102296,2022-09-08,Business,Equipment Purchase,2825000,12,15.07,10000,200,3.0,0,Rejected,0,2022-09-11,0,
APP800295,CUST104825,2023-01-20,Business,Equipment Purchase,5686000,12,16.93,107400,23700,3.0,0,Rejected,0,2023-02-04,0,
APP800296,CUST104597,2023-04-02,Auto,Two Wheeler,1906000,12,11.24,28500,6100,3.0,1,Rejected,0,2023-04-07,0,
APP800297,CUST100700,2024-02-09,Auto,Two Wheeler,2155000,48,12.59,43300,10300,1.564,1,Approved,1587000,2024-02-20,1,0
APP800298,CUST102696,2023-08-07,Personal,Debt Consolidation,1221000,60,16.56,38500,3500,0.871,0,Rejected,0,2023-08-12,0,
APP800299,CUST103118,2023-01-10,Business,Working Capital,5257000,24,13.88,30300,6600,3.0,0,Rejected,0,2023-01-25,0,
APP800300,CUST101439,2024-01-26,Personal,Debt Consolidation,1369000,12,20.85,26400,5600,3.0,0,Rejected,0,2024-02-08,0,
APP800301,CUST102240,2022-10-18,Personal,Home Renovation,1387000,36,13.39,22600,7500,2.416,0,Rejected,0,2022-11-03,0,
APP800302,CUST102174,2022-10-15,Personal,Travel,316000,12,20.38,20500,100,1.434,0,Rejected,0,2022-10-18,0,
APP800303,CUST103102,2022-12-14,Auto,Used Car,1658000,24,10.68,10000,2900,3.0,1,Rejected,0,2022-12-20,0,
APP800304,CUST102361,2022-10-18,Personal,Debt Consolidation,1416000,48,13.36,10000,2500,3.0,1,Rejected,0,2022-11-06,0,
APP800305,CUST104585,2023-04-01,Home,Balance Transfer,3036000,12,8.76,28800,800,3.0,1,Approved,2555000,2023-04-05,1,0
APP800306,CUST104040,2022-08-12,Personal,Debt Consolidation,1361000,60,13.05,14400,2600,2.325,1,Rejected,0,2022-08-20,0,
APP800307,CUST102798,2023-10-23,Auto,Used Car,2376000,48,12.87,61500,18700,1.339,1,Rejected,0,2023-10-24,0,
APP800308,CUST103893,2024-06-07,Personal,Travel,753000,36,21.56,47700,400,0.607,0,Rejected,0,2024-06-25,0,
APP800309,CUST103136,2023-08-18,Auto,Used Car,1487000,36,13.8,34900,11100,1.768,1,Rejected,0,2023-08-28,0,
APP800310,CUST103400,2024-02-27,Personal,Debt Consolidation,908000,24,13.68,48800,6400,1.021,0,Approved,801000,2024-03-06,1,0
APP800311,CUST101207,2023-06-05,Personal,Wedding,148000,60,21.34,14500,3300,0.505,0,Approved,118000,2023-06-07,1,1
APP800312,CUST101570,2023-09-08,Business,Equipment Purchase,601000,84,18.33,129100,32500,0.35,0,Approved,552000,2023-09-17,1,0
APP800313,CUST103816,2022-11-24,Personal,Travel,219000,36,20.55,52800,12800,0.398,0,Approved,194000,2022-12-09,1,0
APP800314,CUST100134,2022-10-24,Business,Working Capital,1629000,48,17.57,28900,3700,1.77,0,Approved,1256000,2022-10-31,1,0
APP800315,CUST102950,2022-12-18,Gold,Gold Loan,488000,36,14.95,40400,5300,0.55,1,Approved,383000,2022-12-22,1,0
APP800316,CUST103445,2023-12-11,Auto,New Car,1697000,84,9.33,38700,5700,0.86,1,Approved,1278000,2023-12-13,1,0
APP800317,CUST100656,2024-01-03,Auto,Two Wheeler,1712000,36,9.35,46800,2100,1.213,1,Rejected,0,2024-01-16,0,
APP800318,CUST100351,2023-02-13,Auto,Two Wheeler,770000,36,13.87,26300,1900,1.07,1,Rejected,0,2023-02-27,0,
APP800319,CUST104031,2023-04-06,Personal,Travel,274000,60,22.3,10000,2300,0.991,0,Rejected,0,2023-04-09,0,
APP800320,CUST100910,2022-08-06,Gold,Gold Loan,58000,24,13.3,27300,6900,0.354,1,Approved,48000,2022-08-11,1,0
APP800321,CUST101702,2024-04-10,Business,Business Expansion,5922000,84,19.84,68100,7400,2.033,0,Rejected,0,2024-04-23,0,
APP800322,CUST103150,2022-08-15,Home,Home Purchase,4026000,120,9.67,32700,6500,1.801,1,Approved,3483000,2022-08-30,1,1
APP800323,CUST102430,2022-07-18,Personal,Debt Consolidation,1420000,36,15.25,30900,2700,1.685,0,Rejected,0,2022-07-19,0,
APP800324,CUST104320,2023-03-29,Education,Study Abroad,2598000,84,10.36,48400,6800,1.043,0,Approved,2445000,2023-04-10,1,0
APP800325,CUST102243,2022-07-03,Gold,Gold Loan,157000,36,11.54,53100,12200,0.327,1,Approved,155000,2022-07-07,1,0
APP800326,CUST104126,2022-07-21,Personal,Wedding,239000,84,12.54,51600,13200,0.339,0,Rejected,0,2022-07-25,0,
APP800327,CUST104911,2024-05-06,Business,Business Expansion,5414000,12,13.97,126900,31200,3.0,0,Rejected,0,2024-05-10,0,
APP800328,CUST102169,2022-09-02,Personal,Wedding,1375000,12,12.38,31800,8600,3.0,0,Rejected,0,2022-09-08,0,
APP800329,CUST100642,2024-05-16,Home,Balance Transfer,6232000,60,9.85,48600,9600,2.911,1,Rejected,0,2024-05-19,0,
APP800330,CUST100077,2023-09-09,Personal,Home Renovation,1332000,24,22.52,15000,1400,3.0,0,Rejected,0,2023-09-22,0,
APP800331,CUST103948,2023-12-06,Auto,Two Wheeler,848000,24,10.65,29500,600,1.354,1,Approved,596000,2023-12-13,1,1
APP800332,CUST104321,2022-10-11,Auto,New Car,283000,24,13.41,103800,32300,0.441,1,Rejected,0,2022-10-15,0,
APP800333,CUST100585,2023-01-26,Personal,Home Renovation,715000,48,13.3,30200,6400,0.851,0,Approved,624000,2023-02-06,1,1
APP800334,CUST102502,2023-09-24,Personal,Debt Consolidation,316000,12,19.95,17700,2000,1.769,0,Approved,225000,2023-09-27,1,1
APP800335,CUST102221,2023-04-01,Auto,New Car,1538000,36,10.93,27100,6600,2.098,1,Approved,1295000,2023-04-15,1,0
APP800336,CUST100233,2024-04-25,Business,Working Capital,1894000,36,18.35,23800,7800,3.0,0,Rejected,0,2024-05-06,0,
APP800337,CUST101334,2022-12-26,Gold,Gold Loan,205000,12,11.68,23200,2200,0.88,1,Approved,198000,2023-01-12,1,0
APP800338,CUST101554,2023-08-22,Auto,Two Wheeler,849000,84,10.33,40500,14000,0.698,1,Approved,758000,2023-08-27,1,0
APP800339,CUST101827,2023-11-11,Personal,Wedding,1216000,24,15.06,27500,7000,2.398,0,Rejected,0,2023-11-25,0,
APP800340,CUST101759,2023-06-10,Business,Equipment Purchase,5627000,36,13.21,30200,1000,3.0,1,Rejected,0,2023-06-20,0,
APP800341,CUST102747,2022-09-05,Auto,Used Car,877000,48,13.98,20500,2800,1.307,1,Rejected,0,2022-09-15,0,
APP800342,CUST101159,2023-01-27,Personal,Medical Emergency,259000,36,12.1,10000,2200,1.081,0,Rejected,0,2023-01-31,0,
APP800343,CUST104298,2023-05-21,Personal,Travel,1364000,12,23.34,67900,2800,1.934,0,Rejected,0,2023-06-09,0,
APP800344,CUST104970,2023-04-19,Auto,Used Car,1984000,48,11.06,37200,4100,1.49,1,Rejected,0,2023-04-28,0,
APP800345,CUST101376,2023-09-25,Personal,Home Renovation,1459000,60,23.69,12600,1900,3.0,0,Rejected,0,2023-10-04,0,
APP800346,CUST103513,2024-02-14,Home,Plot Purchase,2930000,60,8.39,49200,9600,1.413,1,Approved,2838000,2024-02-19,1,1
APP800347,CUST100503,2024-06-04,Gold,Gold Loan,428000,36,10.65,14300,600,1.016,1,Approved,313000,2024-06-15,1,0
APP800348,CUST101087,2023-04-01,Home,Balance Transfer,3257000,84,10.13,56300,17900,1.282,1,Approved,2492000,2023-04-10,1,1
APP800349,CUST104737,2023-04-07,Personal,Medical Emergency,441000,36,19.6,41000,9500,0.63,0,Rejected,0,2023-04-23,0,
APP800350,CUST100550,2024-06-11,Personal,Debt Consolidation,1070000,84,19.71,11400,900,2.145,0,Under Review,0,,0,
APP800351,CUST104758,2024-05-30,Home,Plot Purchase,3341000,84,9.0,40600,5800,1.467,1,Approved,2985000,2024-06-14,1,0
APP800352,CUST102623,2022-09-02,Business,Business Expansion,6215000,36,18.98,36600,4900,3.0,1,Rejected,0,2022-09-12,0,
APP800353,CUST104132,2023-11-01,Business,Working Capital,5398000,36,13.56,57600,8000,3.0,0,Approved,5208000,2023-11-02,1,1
APP800354,CUST101113,2023-02-11,Auto,Two Wheeler,980000,84,13.78,59300,4000,0.375,1,Rejected,0,2023-02-22,0,
APP800355,CUST100860,2024-02-29,Gold,Gold Loan,406000,12,9.09,71000,9200,0.63,1,Approved,392000,2024-03-18,1,1
APP800356,CUST100860,2023-02-06,Education,Skill Certification,1885000,36,11.27,71000,4700,0.939,0,Approved,1816000,2023-02-22,1,0
APP800357,CUST100250,2022-12-30,Home,Plot Purchase,3741000,60,8.71,17500,200,3.0,1,Rejected,0,2023-01-13,0,
APP800358,CUST100582,2023-03-09,Gold,Gold Loan,38000,12,9.38,32700,11000,0.438,1,Rejected,0,2023-03-17,0,
APP800359,CUST102542,2022-11-04,Auto,Used Car,398000,84,9.99,40600,3900,0.259,1,Approved,338000,2022-11-15,1,1
APP800360,CUST102991,2022-07-08,Business,Equipment Purchase,6403000,24,17.25,24400,4700,3.0,0,Rejected,0,2022-07-21,0,
APP800361,CUST101352,2023-06-11,Personal,Debt Consolidation,751000,36,12.81,86500,27600,0.611,0,Approved,611000,2023-06-25,1,0
APP800362,CUST100053,2023-08-29,Personal,Travel,75000,36,14.21,23300,7200,0.42,0,Approved,70000,2023-09-17,1,1
APP800363,CUST102602,2022-12-15,Personal,Travel,1412000,48,21.84,10000,3300,3.0,0,Rejected,0,2022-12-18,0,
APP800364,CUST100442,2023-02-04,Auto,Two Wheeler,668000,60,9.35,31600,2900,0.534,1,Approved,539000,2023-02-23,1,0
APP800365,CUST102931,2023-11-05,Auto,New Car,2061000,12,11.89,42500,8500,3.0,1,Rejected,0,2023-11-15,0,
APP800366,CUST101531,2024-06-27,Education,Skill Certification,439000,24,10.33,54200,2300,0.417,0,Rejected,0,2024-07-07,0,
APP800367,CUST104230,2023-12-30,Personal,Debt Consolidation,490000,24,18.97,71700,7500,0.449,0,Approved,390000,2024-01-11,1,0
APP800368,CUST102417,2024-03-03,Gold,Gold Loan,178000,36,11.32,19300,4800,0.553,1,Approved,158000,2024-03-08,1,0
APP800369,CUST103130,2023-10-20,Business,Equipment Purchase,6401000,84,18.08,46000,13500,3.0,0,Rejected,0,2023-11-03,0,
APP800370,CUST104795,2023-11-25,Business,Business Expansion,904000,24,17.4,32300,500,1.406,1,Approved,822000,2023-12-05,1,0
APP800371,CUST104801,2023-10-05,Personal,Home Renovation,1341000,60,20.95,14900,400,2.46,0,Rejected,0,2023-10-22,0,
APP800372,CUST101579,2024-05-27,Personal,Wedding,833000,48,20.63,41100,5900,0.767,0,Approved,809000,2024-05-31,1,0
APP800373,CUST100756,2024-03-03,Education,Skill Certification,2294000,84,11.65,56900,9000,0.863,0,Approved,2042000,2024-03-05,1,0
APP800374,CUST102385,2022-08-18,Personal,Travel,946000,24,15.14,35800,6300,1.461,0,Rejected,0,2022-09-04,0,
APP800375,CUST103663,2023-07-17,Home,Home Purchase,4753000,36,8.94,55300,18900,3.0,1,Rejected,0,2023-07-18,0,
APP800376,CUST102833,2023-11-30,Business,Business Expansion,5809000,84,12.49,40000,12700,2.922,0,Rejected,0,2023-12-05,0,
APP800377,CUST100679,2024-01-11,Business,Business Expansion,3291000,12,17.3,21700,5500,3.0,0,Rejected,0,2024-01-18,0,
APP800378,CUST104117,2022-10-07,Personal,Wedding,169000,24,15.16,10000,3100,1.131,0,Rejected,0,2022-10-18,0,
APP800379,CUST104689,2022-09-20,Auto,Used Car,2420000,24,10.06,78000,17700,1.659,1,Approved,2173000,2022-10-04,1,0
APP800380,CUST104159,2023-10-06,Education,Skill Certification,484000,12,10.42,42200,13800,1.337,0,Approved,379000,2023-10-16,1,1
APP800381,CUST102085,2023-06-12,Auto,Used Car,874000,84,11.51,18600,3000,0.981,1,Approved,749000,2023-06-27,1,0
APP800382,CUST103210,2022-11-17,Auto,New Car,1617000,24,9.87,48100,8800,1.731,1,Approved,1364000,2022-11-29,1,0
APP800383,CUST104781,2023-11-01,Home,Home Construction,5299000,60,9.75,72500,2500,1.579,1,Rejected,0,2023-11-11,0,
APP800384,CUST104985,2023-10-14,Business,Equipment Purchase,1630000,24,14.11,10000,1800,3.0,0,Rejected,0,2023-10-17,0,
APP800385,CUST100491,2022-12-26,Home,Home Construction,10847000,240,9.18,26600,6300,3.0,1,Rejected,0,2023-01-12,0,
APP800386,CUST103917,2024-02-08,Personal,Debt Consolidation,77000,24,13.05,98600,1300,0.05,0,Approved,61000,2024-02-13,1,0
APP800387,CUST103500,2023-11-24,Gold,Gold Loan,422000,36,14.1,19200,900,0.798,1,Approved,338000,2023-12-10,1,0
